날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2024-06-08,607.2,573,547.1,534.5,533.7,537.6,563,596.1,629.6,660.8,670.6,673.9,664.3,669.9,668.8,656.8,664.9,689.4,708.6,731.7,728.1,700.8,676.6,645.9
2024-06-09,599.6,567.7,544.3,529.2,528.7,537.5,552.4,569.1,593.9,619.6,650.2,639.4,632.7,606.3,559.3,567.8,604.9,656.1,691.6,712.4,718.2,698.8,672.2,639.4
2024-06-10,595,563.8,543.5,529.9,530.2,538.7,555.1,594.9,612.2,632.3,649.2,626.2,614.9,636,642.8,658.4,659.3,722.2,745.5,758.9,758.6,727.3,701,662
2024-06-11,617,584.4,561.7,545.6,543,551.8,571.2,602.1,636.9,652.2,667.7,667.1,646.8,648.1,685.9,701.4,713.2,729.5,739.4,759.1,760.6,728.8,699,662
2024-06-12,614.9,578.3,556.7,542.3,540.3,550.4,573.6,601.4,639.9,663,674.5,686.7,713,744.5,743.4,693.7,712.9,748.9,772.6,790.1,782.8,748.5,712.6,673.7
2024-06-13,624.2,588.2,568.8,553.7,549,558.1,588.1,617.7,646.8,670.7,684.4,681.2,676.2,698.2,713.1,726.2,740.3,779.1,803.6,812.6,801.1,764.1,727.6,684.8
2024-06-14,633.7,597.4,574.6,558.1,554.2,563.7,592,634.6,682.8,702.9,728.9,731.3,722.5,757.8,780.5,790,795.1,808.8,805.9,818,810.5,774.9,736,697.1
2024-06-15,643.9,608.1,579.8,561.3,553.9,561.9,583.3,604.4,631.3,669.6,690.1,693.8,703.7,704.4,707.3,709.9,744.6,774.6,802.6,805.7,801.9,767.7,736.3,696
2024-06-16,643.8,609.2,583,565.5,561.1,566.5,583.4,595.5,604.7,628.6,636.5,648.9,645.4,639.6,641,665.5,706.4,741,767.8,781.5,779.1,746.9,711.6,667.9
2024-06-17,618,581.4,558.8,546.2,544.6,555.3,596.4,649,716.1,777.1,776.8,749,763.3,783.9,766.5,743.1,726.8,742.7,735.7,760.2,761.3,728.6,697.7,663
2024-06-18,616.4,580.9,559.8,545.7,541.4,549.2,573.1,601.6,633.2,653.7,657.4,654.1,648.3,671.9,688.3,711.4,741.5,777.8,796.3,802,794.5,757.5,721.2,682.9
2024-06-19,635.3,597.4,572.1,555.3,552.6,562.2,586.5,623,660.1,691.2,711.2,720.7,748.4,790.6,784.6,772.7,761.2,779.3,787.9,794.7,785.3,747.9,711.9,672.4
2024-06-20,627.1,590.1,565.7,550.9,544.7,549.3,590.3,648.7,720.7,775.5,795.3,807.9,800.5,811.7,802.3,795.8,789.8,793.5,787.6,783.6,776.3,737.5,707.2,669
2024-06-21,619.9,586.3,562.6,549.1,547.1,553.1,589.1,650.2,716,725.1,745.6,756.2,767,795.1,795.9,795.3,791.8,807,817.5,828.5,821.6,784.6,751.5,711.7
2024-06-22,663,623,591.4,572.2,564,566.1,593.3,629.6,681,730.6,772.7,792.3,795.2,775.4,782.3,785.4,792,804.3,811,815.3,810.4,778.5,741,708.1
2024-06-23,658.1,623.2,595.5,576.3,569.8,573.7,598.5,636,666.2,681.9,689.7,696.2,704.3,719.3,733.6,724.7,727.9,753,775.3,792.8,789.5,757.6,723.9,683
2024-06-24,636.3,601.2,580,563.1,559.1,567,596.4,658.6,736.4,771.9,779.9,769.7,763.8,771,776.1,817.4,829,823.6,823.6,835,827,791,753.9,713.6
2024-06-25,660.1,619.6,591.4,572.3,569,578.2,611.2,666,727.5,765.7,786.3,793.3,776.3,787.8,788.1,774.6,758.1,767.6,770.1,777.6,769.7,738.4,711.9,674.8
2024-06-26,629.9,593.1,568.2,551.6,546.1,551,575.3,630.4,694.4,736.9,737.4,714,707.8,742.9,708.8,716.1,740.6,757.9,766.5,775.6,768.7,737.3,708.8,676.2
2024-06-27,627,592.9,569.7,553.6,549,556.3,592.9,651.9,715.8,767.6,791.3,805.6,810.6,815,801.3,793.3,790.2,797.6,795.1,799,786.3,744.7,710.4,673.7
2024-06-28,629,594.3,570.1,556.2,554.5,561,594.6,645.9,701.8,752,774.8,775.9,788.6,804.1,769.8,781.9,796.9,806,803.3,811.5,804.8,770.4,742.8,706.5
2024-06-29,653.9,615.3,588.7,571.7,568,571.6,591.5,632.5,682.8,723.5,763.3,780.9,784.4,788.6,783.1,780,789.8,806.9,811.8,820.3,812.7,777.2,744.9,708.2
2024-06-30,661.3,626.2,599.6,581.7,578.5,578.9,603.5,642.4,677.8,726,770.2,780.9,781.4,780.7,777.7,764.6,771.6,794.6,807.4,814.3,804.7,771.4,734.5,691.9
2024-07-01,642.7,607.9,584.2,569.4,564.7,568.9,600.1,665.5,743,810.4,837.1,819.7,812.1,868.8,868.7,853.5,844.7,848.6,853.5,856.6,845.3,799.6,763,719.5
2024-07-02,666.8,628,600,586.4,583.1,594,635.7,699.5,779.7,832.7,859.4,868,876.5,897.9,907,913,918.4,927.5,926.1,935.2,917,870.1,822.8,771.2
2024-07-03,707,664.7,634.4,614.8,610.4,614,655.2,722.1,804,865.1,875,885.5,884.3,887.3,888.3,894.7,913.1,941.3,951.4,952.8,931.8,885,832.9,776.5
2024-07-04,712.7,663.9,631.9,612.1,605.9,614.4,651.8,715.2,786.5,834.8,857.9,860.7,863.8,887.4,896.3,896.4,919.3,958.3,969.9,967.4,950.5,901.6,848.8,788.9
2024-07-05,724.1,681.1,644.3,627.2,620.3,632.1,674.1,735.7,813.6,879.8,898.2,894.9,884.2,907.9,923.8,942.2,971.6,999.8,1003,992.5,967.4,915.1,864,806.3
2024-07-06,742.6,693.7,656.6,632.6,622.6,627.9,650.4,682.5,736.5,778,818,837.2,837.3,854.8,871.4,879.8,898.8,929.7,949.8,955,942.7,905.2,855.4,810.2
2024-07-07,749.9,702.5,669.9,644.7,635.1,639.2,660.7,702.3,741.3,793.4,826.1,838.8,845.8,871.6,885.2,894.2,910.5,934.8,949.9,958.8,943.9,899.8,846.9,788.4
2024-07-08,728.5,681.9,651.3,631.6,622.9,630.5,670.9,743.2,832.6,908.2,948,963.7,972.5,981.6,979.4,988.8,1010.7,1022.5,1015.5,1016.8,994.3,940.2,878.3,826.6
2024-07-09,756.2,707.7,673.2,653.7,642.3,650.4,692.4,758.6,840.5,904.2,938.5,959.9,953.7,972.6,973.4,969.1,981.2,992.3,983.6,990.6,981.7,925.6,872.1,813.6
2024-07-10,750.4,703.7,673.1,652.2,648.6,655.9,695.8,784.1,880.8,933.7,951.8,946.2,957.1,966.4,949.7,930.4,914.1,917.3,918.4,926.7,905.6,852,800.4,747.5
2024-07-11,688.2,646.5,619.5,602.1,597.6,606.3,643.7,701.3,785.1,850.6,870.1,877.4,869.4,871.4,863.1,859.2,854.8,860.1,856.3,859.5,847.2,806.9,766.5,722.2
2024-07-12,668.1,625.9,599.5,584.4,581.1,590.6,620.3,668.8,720.5,757.9,790.9,841.6,847,847.1,836.4,832,837.7,845.8,850.9,856.1,849.3,809.9,777.5,737
2024-07-13,681.2,640.5,609.8,592.4,586.5,588.4,609,654.6,710.1,754.3,800.2,824.1,829.7,812.4,795.1,819.1,827.2,839.3,841.8,846,840,800.8,768.6,728.7
2024-07-14,677.2,638.2,611.4,594.6,590.1,594.1,619.3,653,696.8,753.8,786.4,788.1,786.2,799.2,790.9,783.8,804,824.6,843.1,855.1,847.7,812.9,772.9,727.1
2024-07-15,673.4,633.7,606.4,590.5,588,597.7,642.3,711.9,784.5,837.6,879.2,906.6,907.3,906.8,912,914.1,907.5,908.6,901.8,902.6,887.4,844.2,797.1,751.3
2024-07-16,696.5,649.6,626.8,612.8,612,622.5,664.6,737.3,810.7,876.5,911.1,921.5,954.7,952.3,944,950.3,967.4,971.4,979,979.1,961.6,912.6,855.1,798.8
2024-07-17,732.9,684.9,652.8,634,629.3,640.6,681.6,749.9,843,901.2,937.6,925.1,930,950.9,960.9,979.3,1010.1,1018.8,1014,1020.4,1000.1,942.7,885.3,820.9
2024-07-18,754,705.1,671.9,656.6,648.2,656.8,695.4,780.9,875.8,950.5,973.7,1000,1001.8,986.5,994.3,990.6,1014.1,1025.3,1029.4,1029.9,1009,943.4,885,821.9
2024-07-19,755.1,702.6,667.8,645,641.5,646.4,679.7,762.6,860.5,916.7,942.9,916.2,874.7,909.7,944.2,970.9,972.2,1001.6,997.5,996,975.9,927.3,875.9,822
2024-07-20,758.7,706.3,675.5,651,645.9,650.4,678.1,727.2,777.6,837.9,876.4,891.9,897.4,903.1,914.8,926.1,950,988,1009.9,1008.5,994.6,953.6,905.7,845.5
2024-07-21,780.8,728,693.3,671.5,662.4,656,672.6,713.1,770.7,813.4,856.3,870.5,897.3,911.9,922.5,898,927.8,975.7,1003.8,1007.9,991.5,946.2,891.2,831.1
2024-07-22,757.4,709.6,679.9,659.4,650.3,663.1,707.4,785.1,879.4,955.7,986.5,993.1,990.7,1010.7,1027.5,1041.8,1065.5,1073.6,1075.6,1079.6,1055.7,995.4,935.4,866.6
2024-07-23,794,741.2,706.8,683.6,674,681.5,721.7,795.1,887.9,958.6,1003.3,1007.6,995.4,1022.9,1040.6,1044.8,1071.8,1095.6,1101.8,1102.3,1078.4,1015.8,952.2,885.8
2024-07-24,810.4,755.2,720.1,694,687.9,694.9,735.5,810.4,905.6,984.8,1021.4,1033.3,1028.6,1028,1050.4,1055.3,1075.1,1095.4,1108.7,1113.9,1084.8,1027.9,960.8,892.1
2024-07-25,817,764.1,726.4,701.9,688.9,698.1,735.5,805.8,903.1,978.4,1011.5,1024.7,1035.9,1057.5,1050.7,1061.4,1071.9,1094.6,1090,1085,1058.2,999.3,938.6,873.6
2024-07-26,800.9,750.8,717.6,694.6,687.8,694.8,727.6,800.4,896.1,964.6,984.4,987.8,996,1016.5,986.4,997.7,1000.7,1014.4,1004.6,1018.4,1003,955.4,901,845.2
2024-07-27,775.2,726.7,692.5,672.2,663.5,673.8,694.2,738.5,810.7,877.9,923.2,935.1,929.3,941.7,949.4,971,987.8,1011.4,1025.6,1029.9,1015.6,970.5,915,855.7
2024-07-28,792.8,740.7,702.3,680,669.3,674.5,696.6,733.2,778.6,830.3,864.1,872.3,893.8,906.9,916.4,932.5,963.5,1009.4,1036.1,1041.1,1027.2,981.6,921.2,854.8
2024-07-29,785.3,729.6,693.4,669.2,660.1,670.6,709,778.5,873.4,942.6,973.4,984.7,985.9,1022.5,1041.5,1054.6,1082.5,1112.4,1118.7,1113.1,1089.9,1030.8,961.2,890.8
2024-07-30,814.4,757.4,715.5,694,684.7,692.2,728.9,797,890.1,961.1,997.5,1011,1016.5,1037.9,1047.3,1055.2,1078.8,1116.6,1123.9,1122.6,1095.9,1031.9,961.3,889.8
2024-07-31,811.8,755.1,719.3,695.7,688.1,695.9,735.3,804.2,901.9,978,1014.5,1023.3,1019.2,1049.8,1059.3,1068.4,1091,1124.7,1138.9,1137.8,1110,1054,988.5,914
2024-08-01,837.7,779.5,738.9,711.3,698.8,707.4,746.5,820.5,914.6,995.8,1039.8,1039.6,1047.7,1077.5,1085.2,1083.9,1112,1149,1156.4,1154.8,1131.6,1075.5,1004.2,927.4
2024-08-02,848.6,791.4,750.8,725.2,710.9,721.7,761.9,836.9,937.1,1022.3,1065.3,1081.2,1089.5,1101.6,1115.5,1119.1,1135.8,1169.5,1165.2,1165.7,1140.4,1080.8,1013.9,947.1
2024-08-03,865.7,801.1,759.4,731.8,721.7,726.3,753.7,805.7,878.4,956.7,1015.8,1031.9,1047.4,1038.3,1028.5,1030.2,1068.9,1118,1138.8,1137.5,1118.9,1065.6,1000,929.9
2024-08-04,853.3,793.9,751.7,726.4,710.3,717.6,744.7,791.8,849.4,915.3,961,979.1,1004,1008.1,1032,1046.6,1064,1098,1124,1131.6,1113.1,1059.2,992.8,915
2024-08-05,835.8,779,742.4,717.4,706.5,718,755.8,834.1,950.3,1037.8,1088.4,1114.3,1134.9,1178.6,1141.8,1099.1,1112.3,1135.1,1127.6,1134.6,1105.3,1039.4,967.9,895.9
2024-08-06,821.6,769.3,728.8,706.3,697.2,707,746.8,822.6,928.7,1012.1,1058.6,1077.9,1082.7,1120.4,1107.8,1081.4,1113.3,1140.7,1146.6,1146.6,1114.6,1045.7,971.8,898.8
2024-08-07,821.3,764.3,728.4,705.5,695.4,704.9,740.8,813,912.6,994.9,1034.9,1041.4,1040,1062.7,1072.7,1087.1,1120.7,1123.8,1150,1149.4,1114.8,1049.7,978,905.1
2024-08-08,829.4,773.1,736.1,710.9,701.6,711.5,747.7,823.3,927.8,1013.8,1056.9,1070,1085,1095.9,1090.7,1118.6,1135.5,1166.3,1162,1159.7,1124.5,1056.3,987.2,908.5
2024-08-09,829.4,773.5,736.1,713.2,703.1,714.8,748.1,823.9,926,1007.3,1049.1,1064.1,1069.5,1094.3,1098.7,1112.1,1136.3,1153.1,1145.2,1141.1,1107.4,1043.6,975.8,910
2024-08-10,833.2,778.1,738,711.9,699.6,704.1,726.6,776.1,849.4,921.1,971.6,995.3,1009,1034.4,1031.9,1023.8,1045.2,1080.4,1090.6,1091.4,1062.5,1006.1,945.9,883
2024-08-11,815.8,763,725.5,700.3,688.4,693.5,713.6,751.9,808.3,872.3,923.8,947.6,968.7,987.3,974.5,991.3,1012.9,1054.7,1070.5,1072.3,1050.2,996.1,929.1,859.3
2024-08-12,790.8,737.6,702.2,679.6,672.1,680.7,717.9,797.5,895.6,972.1,1009.6,1019.3,1020.8,1033,1044.7,1065.4,1094.3,1131.8,1128.2,1116.6,1069.8,996.4,924.9,853.2
2024-08-13,786.3,737.1,706.2,685.2,677.4,688.3,725.1,800.3,898.4,962.5,998.2,1007.2,997,1016.7,1030.7,1044.3,1073.1,1096,1089.6,1088.7,1061,1001.4,936.9,871.6
2024-08-14,796.9,746.1,709.4,687,674.8,687.9,724.2,791.7,872.7,969,1012.1,1059.2,1051.6,1029.4,990.4,991.5,1036.3,1060.2,1052.4,1059.1,1028.9,975.2,917.4,853.4
2024-08-15,786.1,733.9,698.2,678.2,668.4,675.3,693.5,740.2,800.3,866.9,940.4,925.9,933,961.9,954.8,931.1,928,971.5,989,996.8,974,923.2,868.3,812
2024-08-16,747.9,693.4,662.5,642.7,637.9,650.8,687.9,768,846.2,879.3,919.2,956.2,980.1,997.6,979.3,975.5,1014.9,1056.4,1057.4,1055.7,1021.9,961.1,899.4,837.8
2024-08-17,770.9,719.2,683.3,658.7,651.1,661.8,685.1,724.9,777.7,846.9,911,962.3,965.2,921,917.9,928.9,956.1,1005.3,1011.3,1018,992.9,938.5,879.7,826.5
2024-08-18,757.1,712,679.8,655.9,647.6,655.1,673.3,711.7,767.4,816.7,869.7,906.1,903.3,886.1,917.4,911.4,914.8,966,983.2,999.4,981.3,930.8,876.1,817.2
2024-08-19,751.5,701.3,669,647.8,643.9,658.7,698,782.5,883.1,958.8,993.3,1010.5,1020.1,1048.5,1055.6,1074.5,1102,1126,1110.9,1113.8,1077.1,1009.1,944.3,876.3
2024-08-20,798.9,741.6,705.1,682.4,671.6,682.6,723.5,806.4,900.2,996.4,1050.5,1079.1,1052.8,1068.2,1075.3,1075.5,1087.7,1104.6,1093.3,1096.1,1058,986.9,913.4,850.1
2024-08-21,783.9,738.5,702.5,681.1,673.2,685,726.7,812.2,910,993.2,1041.9,1045.2,1035.9,1046.7,1056.2,1069.7,1096,1111,1109.8,1110.4,1074.7,1010.4,943.2,879.7
2024-08-22,806.8,752.1,717.7,697.6,684,696.4,736.9,825.3,927.2,1020.7,1062.7,1040.1,1040.5,1068.6,1058.9,1064.6,1087.2,1101.7,1093.1,1095.1,1059.3,995.7,931.1,864.8
2024-08-23,795.6,741.5,706.6,683.3,672.3,685.1,720.4,798.2,898.3,968.9,1005.9,1022.1,1029.9,1059.6,1054.3,1066.7,1077.9,1092,1081.1,1083,1045.5,984.4,919.5,856.1
2024-08-24,785.6,732,694.9,669.5,659.8,670.3,691.8,728.3,787.5,862.2,916.3,931.9,950.2,957.6,969.2,977.7,992.1,1020.5,1035.9,1041.7,1009.3,956.7,895.7,840.1
2024-08-25,776.9,725.8,691.1,667.3,656.6,663.5,676.6,708.6,753.1,808.5,849.7,877.7,904.2,915.2,912.1,923.4,950.9,1002.5,1021.4,1029.5,998.6,938.1,868.6,808
2024-08-26,746.1,699.2,670.2,649.2,643.1,656.1,685.7,763.3,863.9,938,980.5,996.1,997.3,1031.3,1049.2,1050.9,1068.2,1090.7,1087.3,1087.5,1045.1,974,901.2,835.2
2024-08-27,768.2,717.6,683.6,660.6,655.5,668.4,707.8,782,880.6,961.3,1000.8,1025.5,1026.3,1055.2,1070.6,1065.9,1083.2,1103.5,1095.8,1100.3,1058.5,995.1,925.1,855.5
2024-08-28,784.3,738.3,700.6,681.4,671.6,683.8,719.1,801.1,885.7,963.2,993.4,982.4,966.6,987.9,999.9,1000.8,1004.3,1014.5,1015.5,1023.8,994.7,941.8,879.9,817.4
2024-08-29,750.9,702.8,672.8,649.4,640.8,653.2,689.2,771.2,845.6,910.7,914.5,946.9,926.2,935.6,960.3,980.1,1022,1049.3,1053.5,1060.8,1027.8,970.3,906.8,842.1
2024-08-30,770.7,718.2,681,656.1,649.9,661.2,701,775.6,850.9,906.8,930.4,938.6,931.7,957.1,973.5,987.4,1020.1,1052.4,1042.8,1040.1,1003.6,945.8,886.1,826.7
2024-08-31,757.6,708.8,674.1,645.7,635.6,643.5,654.6,677.7,712.7,763.7,796.2,807.1,812.6,825.4,846.4,873.2,911,957.3,970.6,969.7,935.3,880.6,825.1,771.3
2024-09-01,712.4,667.5,637.4,618.7,614.6,623.5,634.6,651.4,685.5,731.7,772.1,792.2,807.7,836.2,860.8,875,893.2,923.1,943.2,954.3,922.7,868.3,807.1,752.6
2024-09-02,695.5,650.6,622.7,606.3,602.1,615.8,648,713.5,789.1,851.8,883.2,887.5,873.9,906.8,920.7,943,964.8,999.7,991.8,1000.2,963,899.9,843.5,787.7
2024-09-03,728.2,682.7,652.8,633.9,628.3,638.1,663,731.4,810.7,874.5,894.6,927,949.6,975.4,971.3,970.5,973.6,983.8,981.7,983.5,942.9,887.6,832.2,781.4
2024-09-04,723.9,680,649.2,629.9,625.9,638.5,673.2,737.6,808.4,864.4,894.1,914.8,913.1,933.4,947.1,962.5,985.8,1004.7,1002.2,1000.7,962.5,906,848.9,763.3
2024-09-05,703.3,675,653.5,631.6,627.8,641.5,677.5,744.9,818.8,878.6,911.6,919.2,916.6,947.9,964.3,979,1010.5,1039.6,1034.4,1032.2,990.9,924.5,858.9,793.8
2024-09-06,730.7,685.7,653.7,632.8,625.2,637.4,671.7,739.1,823.1,883.4,918.9,932.6,938.7,984.9,1014.8,1017.8,1011.5,1025.3,1025.3,1029.9,990.6,933.8,876,817
2024-09-07,747.8,698.8,662.5,638.3,632.5,639.1,656,691.5,749.4,820.5,861.8,885.7,897.4,927.6,951.7,964,965.2,966.7,973.7,977.8,947.6,896.5,845.4,794.2
2024-09-08,732.3,686.7,654.1,633.2,626.6,637.1,653.3,683.5,723.7,793,835.8,838,875.5,910.5,918.1,911.3,918.8,937.9,951,959.1,927.8,873.9,817.1,761.5
2024-09-09,701.4,657.9,630.7,613.7,608.1,622.8,663.5,737.7,826.6,895.2,927.1,937,950.4,978.6,986.4,997.7,1025.4,1052.7,1051.2,1048.5,1004.3,938.1,871.7,810.3
2024-09-10,749.2,703.1,669.9,648.9,644.4,661.8,702.5,784.1,877.4,932.7,964.4,978.6,987.9,1014.8,1024.5,1032.7,1042.1,1060.6,1067.2,1056.5,1008.4,944.6,884.3,828
2024-09-11,768,715.8,681.9,660.9,655.9,672,709.5,792.3,887.7,958.9,982.7,1013.8,1021.7,1037.9,1014.3,1019.9,1037.6,1036.6,1029.8,1028.3,988.4,930.2,871,814.2
2024-09-12,751.2,706.7,672.3,654.8,652.8,667.3,701.3,779.6,865.6,925.8,963.4,971.8,984.1,1005.5,1023.1,1036.5,1054,1087.7,1082.7,1075,1027.5,957.1,891.1,827.5
2024-09-13,756.7,703.1,670.8,650.9,645.2,657.4,691.7,758.5,838.3,899.9,936.2,951.3,960.6,987,1002.5,1005.7,1027.2,1051.9,1054.1,1055.4,1012.6,946.6,878,812.8
2024-09-14,745.5,698.3,664.7,643,638.4,647.5,668.2,705.2,756.6,815.8,854.5,875.9,893.5,908.5,920,940.8,976,1014.1,1024.8,1019.9,975.9,917.9,863.4,809.5
2024-09-15,746.5,702.1,674.1,659.6,656.6,668.3,691.7,737.6,803.6,862.4,868.9,879.5,910.4,925.5,938.4,938,960.8,984.7,1003.1,1010.8,988.9,943.1,892.4,834.9
2024-09-16,771.2,722.8,693.1,670.1,663.6,671.7,692.7,733.3,791.1,841.5,873.8,891.7,895.9,904.6,921.5,927.4,946.5,972.9,987.9,988.5,963.1,916.3,858.2,799.2
2024-09-17,734.1,688.5,654.5,634.1,628,640.1,674.4,724,763.6,778.5,795.8,805.8,803.2,792.9,780.8,785,822.1,864,885.2,894.1,880.4,850.3,809.2,763.3
2024-09-18,708.8,664.7,634.3,616.5,609.8,619.3,640,677.2,728.1,786.9,831.5,851.5,867.2,864.7,879.8,907,940.6,981.2,994,992.8,958.2,906.1,854.1,796.9
2024-09-19,735.3,688.5,656.7,634.9,629.9,645.8,685.1,765,869.8,944.9,979.8,1008.5,1016.5,1045.3,1046.9,1059.1,1031.6,1033.4,1015.9,1006.5,967.2,916.9,864.3,817.7
2024-09-20,757.5,703.8,666.8,655.8,647.7,661.6,699.4,781.4,881.5,951.6,980.7,965.3,962.2,973.8,988.4,980.4,993.2,1003.8,1005.9,1003.8,968.5,916,864.6,818.6
2024-09-21,756.4,711.3,679.8,654.5,652.7,658.4,676.4,716.8,797.7,861.2,906.2,920,934.3,943.7,940.1,934.7,940.7,957.3,956.7,947.8,905.6,854.5,802.1,754.4
2024-09-22,698.9,655.3,626.3,605.7,596.7,604.1,620.9,646.7,684.4,720.7,752.4,756.3,759.6,767.2,759,766,783.1,805.8,824.2,830.5,805.8,768.9,732.8,693.8
2024-09-23,646.2,612.6,586.9,575.5,570.1,584.4,616.3,670.2,726.6,757.6,764,773.3,765.1,779.3,779.6,779.3,799,821.4,823.5,815.3,784.9,744.9,708.8,674.7
2024-09-24,629,592.8,569.2,553.2,551.2,565.1,598.4,645.5,688.1,722.8,737.3,739.4,750.2,790.7,784,788.4,798.5,819.5,829.6,829.2,797.6,757.7,721.4,687.5
2024-09-25,637.5,602.4,579.4,566.1,563.1,577.2,614.2,672.2,736.3,778.1,805,795.2,790.2,813.9,830.2,829.5,846.8,865.6,876.4,870.8,836.2,788.1,741.6,698.9
2024-09-26,649.6,608.4,584.2,569.9,566.1,580.9,616.3,667.1,720.1,760.1,782.1,785,775.5,801.9,820.4,836.5,869.4,885.5,898.1,890.9,854.9,802.3,753.2,707
2024-09-27,656.8,618.8,594.3,577.5,575.2,591.7,626.3,685,726.9,755,765.5,760.6,743.6,768.4,785.2,795.7,823.1,843.4,853.4,846,809.2,768.2,732.5,692.6
2024-09-28,642.7,608.5,583.1,566.7,563.4,578.1,602.2,626.5,655.6,679.6,702.4,715,721,733.6,736.1,752.1,781.7,817.2,838.2,832.4,808.1,768.5,734.5,698.5
2024-09-29,650.8,614.3,587,571.7,567,579.8,598.6,621.8,645.6,667.1,681.9,679.5,685.6,684.8,680.2,691.4,729.4,765.8,792.4,788.4,766.2,733.1,703.9,667.6
2024-09-30,621.9,587.6,566.6,551,550.5,568.6,602.4,655.4,707.8,742.4,760.9,769,769.5,800.8,824.9,841.4,848.9,860.3,866.4,859.2,824.5,778.8,737.8,694.8
2024-10-01,642.8,602.8,578.5,562.3,557.6,570.6,592.4,616.1,648.7,686.4,728.4,760.8,775.1,811.4,824.3,813.6,813.6,819.4,820.6,800.6,765.4,721.4,677.7,644
2024-10-02,600.9,564.1,543.3,530.6,529.9,543.9,576,623.1,670.9,689.9,658,646.8,622.6,634.6,656.9,666.6,702.2,728.1,749.9,749,725.9,695,662.2,635.3
2024-10-03,591.1,560.2,536.9,523.3,520.3,530,550.7,583.4,613.8,632.6,635.7,635.1,648.6,651,651,661.3,678.9,701.9,728,726.1,708.4,682.5,650.7,623.1
2024-10-04,579.5,550.5,530.4,518.5,518.9,534.7,566.2,603.9,622.2,642.7,646.3,638.7,620.6,635,653.8,673.4,709.3,744,760.1,752.3,731.6,702.3,673.3,638.9
2024-10-05,597.3,561.2,544.5,528.5,522.6,533.6,558.1,571.7,582.3,589.7,619,606.1,595.2,595.7,613.2,635.6,675.1,713.5,744.2,740.4,719.5,694.5,665.3,635.7
2024-10-06,594.9,563,541.9,530.4,528.6,536.3,553,574,591.3,606.4,617,627,645.1,627.2,659.2,680.7,689.3,712.7,731,721.6,703.2,671.8,644.5,612.2
2024-10-07,572.5,545.2,525.2,514.4,513.1,527.6,561.8,613.2,662.1,682.1,710,690.3,680.5,694.3,696.4,709.7,717.3,732.9,747.5,743.6,719.1,687.1,655,624.9
2024-10-08,583,551.3,533.9,524.9,524,535.9,567.6,609.8,627.8,633.3,631.7,621.6,614.4,638.9,661.7,680.5,704.9,728.3,749.9,744.8,721.4,693.7,666,633
2024-10-09,589.8,558.1,536.9,525.9,522.3,529.8,553.2,576.1,612.4,628.3,645,644.8,654.1,668.4,677.9,685.5,692,716.1,733.8,729.1,706,675.8,649,618.5
2024-10-10,579.1,550.3,532.5,522.2,519.4,536.7,569.6,623.8,661.9,674.9,664.3,664.1,628.8,661.9,671.3,690.8,715.3,738.4,753.8,746.3,723.6,693.4,664,634.8
2024-10-11,596,562.4,541.5,527.6,527.1,538.8,569.5,600.8,618.8,635.9,637.3,621.4,621.7,642.3,660.9,671.7,706.3,734,754,743.2,722.2,689.8,662.4,633.9
2024-10-12,591.5,558.2,536.6,523.5,521.1,533.8,555.2,566.2,563.4,583,587.3,587.9,594.2,602.3,627.8,640.7,671.8,707.4,736,728,708.4,678.6,650.5,620.7
2024-10-13,579.2,549.2,530.2,517.9,516.9,527.4,544.6,549.2,544.4,543,540.4,538.9,543.7,574.4,594.4,631.8,654.2,696,725,716.4,698.1,671.2,643.6,613.2
2024-10-14,578.6,548.5,532.1,519.2,519.5,535.9,572.3,628.9,690.1,724.2,735.5,688.6,666.3,714.5,753.4,756.8,760.4,778.6,790.2,781.4,758,719.9,685.5,650.7
2024-10-15,605.7,572.3,551.1,537,535.5,552.4,589.1,637,685.1,721,724.8,726.2,746.3,763.2,762.1,762.4,766.9,777.9,791.2,783.4,760.2,719.4,685.1,648.4
2024-10-16,601.9,566.8,543.5,528.4,528.4,544.8,582.3,626.9,673.5,689.5,684.6,683,680.2,689.2,731.9,729.4,744.9,768.2,784.1,778.1,753.6,720.8,688.6,655.3
2024-10-17,607.9,574.2,549.7,534.1,537.5,555,589,649.7,705.3,734.6,743.8,752.3,724.4,753.3,756.8,734.2,747,777.3,799.2,795.1,769,733.6,704.3,670.7
2024-10-18,622.7,588.9,562.1,550.2,546.7,564.8,606.3,665.8,739.9,759.3,774.3,773.7,780.6,804.2,804.3,810.6,832.2,853.1,861.1,851.7,823.4,784.9,747.2,708
2024-10-19,653.5,613.2,585.3,569.9,565.4,574.1,600.2,626.3,667.7,680.2,679.1,690.6,691.4,686.3,676.9,676.1,692.1,720.6,739.3,732.8,713.5,686,662.2,632.3
2024-10-20,593.5,559.8,535.7,523.5,522.6,532.2,547.1,568.2,586.8,604.3,609.2,601.3,596,612.3,607.6,613.1,643.2,677.7,703.5,694.6,683.1,657.6,631.8,606.2
2024-10-21,568.6,539.1,519,509.1,508.4,529.1,564.3,611.9,663.6,700.6,712.8,701.5,692.4,729,739.1,738.9,744.9,760.3,772.5,763.1,743.9,714.2,683.1,650
2024-10-22,605.8,573.3,553.3,539,544.1,560.2,599,645,674.5,701.5,707.9,722.8,742.9,755.1,770.3,769.2,774.1,789.8,791.2,780.1,748.5,715.8,636.2,594.2
